title,link,image,author,discount,publisher,pubdate,isbn,description,title_nouns,description	_nouns
토닥토닥파이썬,https://search.shopping.naver.com/book/catalog/32485762632,https://shopping-phinf.pstatic.net/main_3248576/32485762632.20231113071020.jpg,권상기,0,플랜투,20190408,9791196613112,이책은파이썬을다룬이론서입니다,"['토닥토닥', '파이썬']","['책', '파이썬', '이론']"
파이썬입문교실파이썬버전호환함께설명,https://search.shopping.naver.com/book/catalog/32455616905,https://shopping-phinf.pstatic.net/main_3245561/32455616905.20230826072257.jpg,오오사와 후미타카,15300,영진닷컴,20180711,9788931458008,파이썬입문교실은파이썬기본문법부터모듈을활용한작성까지파이썬의가장기본이되는내용들을다루고있습니다프로그래밍언어중에가장쉽고강력한파이썬언어를이용하여프로그래밍을위한작성방법실행방법구조등기초가되는내용부터친절하게설명합니다풍부한그림과다양한일러스트를통해파이썬기본개념과문법을쉽게이해합니다또한파이썬설치방법과실행방법을와으로함께설명해누구나쉽게따라할수있습니다스스로입력한코드와제공되는예제파일소스코드을비교하면서프로그래밍을학습해봅니다배운내용을토대로간단한계산프로그램응용프로그램수맞추기게임파이썬확장모듈을이용해를작성하기등다양한예제들을통해파이썬을이해하고응용해볼수있습니다,"['파이썬', '입문', '교실', '파이썬', '버전', '호', '설명']","['파이썬', '입문', '교실', '파이썬', '문법', '모듈', '활용', '작성', '파이썬', '가장', '기본', '프로그래밍언어', '장', '파이썬', '언어', '이용', '프로그래밍', '위', '작성', '방법', '실행', '방법', '구조', '등기', '초가', '부터', '설명', '그림', '일러스트', '통해', '파이썬', '기본', '개념', '문법', '이해', '또한', '파이썬', '설치', '방법', '실행', '방법', '설명', '해', '누구', '스스로', '입력', '코드', '제공', '예제', '파일', '소스코드', '을', '비교', '면서', '프로그래밍', '학습', '토대', '계산', '프로그램', '응용프로그램', '수', '게임', '파이썬', '확장', '모듈', '용해', '작성', '등', '예제', '통해', '파이썬', '이해', '응용']"
러닝파이썬세트,https://search.shopping.naver.com/book/catalog/32444932070,https://shopping-phinf.pstatic.net/main_3244493/32444932070.20220518215545.jpg,마크 루츠,76000,제이펍,20180328,9791188621170,,"['러닝', '파이썬', '세트']",[]
공학도를위한파이썬프로그래밍과학계산및데이터작업,https://search.shopping.naver.com/book/catalog/44074850619,https://shopping-phinf.pstatic.net/main_4407485/44074850619.20231118075344.jpg,David E. Clough^Steven C. Chapra,31350,학산미디어,20231121,9791185294421,파이썬을사용하기로선택한대학의학과와기업의수가점점늘어나고있는가운데무료로사용할수있는오픈소스언어인이파이썬에대한핵심내용을소개하고있다주로공학을전공하는대학학년학부생에맞추어만들어진이책은공학계산과학계산파이썬기초구조적프로그래밍을다루고있다광범위한교육경험을기반으로파이썬을사용하여실제문제를풀어보면서프로그래밍을배운다엔지니어의요구사항과엔지니어가일상적으로해결해야하는문제에초점을맞춘파이썬책으로실전적인방식으로컴퓨팅기본원리를배우고이를바탕으로파이썬을사용하여공학적방법과과학적방법을적용할수있다학생이감당하지못할정도로복잡하고어려운용어는사용하지않고학생의수준에맞춘방식으로설계하여모든수준의학생들이파이썬에대한경험과이해를얻을수있게하고있다각장에서는구조적프로그래밍그래픽행렬연산대수방정식미분방정식응용통계와같은주제를차례로다룬다맨마지막장에서는데이터작업에대해철저하고자세히다룬다이책은모든엔지니어특히학년학부생에게꼭필요한파이썬안내서이다또한프로그래밍기법을힘써배우고파이썬을공학과과학측면에서활용하려는전문가와대학원생도관심있게볼수있을것이다,"['학도', '위', '파이썬', '프로그래밍', '과학', '계산', '및', '데이터', '작업']","['파이썬', '을사', '선택', '대학', '의학과', '기업', '의수', '점점', '가운데', '무료', '로사', '오픈소스', '언어', '파이썬', '대한', '핵심', '내용', '소개', '공학', '전공', '대학', '학년', '학부', '생', '책', '공학', '계산과학', '계산', '파이썬', '기초', '구조', '프로그래밍', '교육', '경험', '기반', '파이썬', '을사', '실제', '문제', '프로그래밍', '엔지니어', '요구사항', '엔지니어', '일상', '해결', '문제', '초점', '파이썬', '책', '실전', '방식', '컴퓨팅', '기본', '원리', '바탕', '파이썬', '을사', '공학', '방법', '과학', '방법', '적용', '학생', '이감', '정도', '용어', '사용', '학생', '수준', '방식', '설계', '수준', '학생', '파이썬', '경험', '이해', '각장', '구조', '프로그래밍', '그래픽', '행렬', '연산', '대수', '방정식', '미분방정식', '응용', '통계', '주제', '차례', '맨', '마지막', '데이터', '작업', '대해', '책', '엔지니어', '학년', '학부', '생', '꼭', '파이썬', '안내서', '또한', '프로그래밍', '기법', '파이썬', '공학', '과학', '활용', '전문가', '대학원생', '관심']"
코딩수학파이썬,https://search.shopping.naver.com/book/catalog/32466670666,https://shopping-phinf.pstatic.net/main_3246667/32466670666.20230912083645.jpg,김상권,15300,지오아카데미,20210901,9791191346077,본저서는옥타브프로그램으로작성된코딩수학최적의소방서위치정하기과코딩수학골드바흐의추측의파이썬버전입니다최적의소방서위치정하기한마을의모든집으로부터의거리의합이최소가되도록하는최적의소방서위치를컴퓨터코딩으로구하기를설명하고있다골드바흐의추측이상의짝수는두개의소수의합으로나타낼수있다는골드바흐의추측천번째소수친화수완전수부부수등다양한수의세계속으로컴퓨터코딩으로체험하는것으로구성이돼있습니다,"['코딩', '수학', '파이썬']","['저서', '옥타브', '프로그램', '작성', '코딩', '수학', '최적', '소방', '위치', '정', '코딩', '수학', '골드', '바흐', '추측', '파이썬', '버전', '최적', '소방', '위치', '정', '기한', '마을', '모든', '집', '거리', '의합', '최소', '최적', '소방', '위치', '컴퓨터', '코딩', '구', '설명', '골드', '바흐', '추측', '이상', '짝수', '개', '소수', '의합', '골드', '바흐', '추측', '번', '소수', '친화수', '완전수', '부부수', '등', '세계', '속', '컴퓨터', '코딩', '체험', '것', '구성']"
파이썬프로그래밍자료구조와알고리즘을함께배우는,https://search.shopping.naver.com/book/catalog/32466960182,https://shopping-phinf.pstatic.net/main_3246696/32466960182.20230313183952.jpg,김영탁,32300,도서출판 홍릉(홍릉과학출판사),20200120,9791156007180,이책은파이썬을다룬이론서입니다파이썬의기초적이고전반적인내용을학습할수있습니다,"['파이썬', '프로그래밍', '자료구조', '알고리즘']","['책', '파이썬', '이론', '파이썬', '기초', '전반', '내용', '학습']"
정치학을위한파이썬,https://search.shopping.naver.com/book/catalog/32445578634,https://shopping-phinf.pstatic.net/main_3244557/32445578634.20221229074310.jpg,엄기홍,13500,경북대학교출판부,20180214,9788971804780,오늘날의정치학은정치제도뿐아니라국가간의관계정당언론등에대한분석나아가시민유권자등에대한실시간분석까지요구하고있다컴퓨터프로그래밍은이러한요구에부응하는또하나의도구이다특히컴퓨터프로그래밍언어인파이썬은이분야를전혀모르는초보자도손쉽게배울수있는언어로서정치현상의이해와분석을위한주요도구로활용될수있을것으로기대된다그러나지금까지파이썬프로그래밍에관한책은대부분영어로쓰였으며그가운데서도인문사회학도특히정치학도를위한데이터수집과분석이라는목적에맞춰진책은드물었다이에컴퓨터프로그래밍을전공하지않은이들도파이썬에쉽게접근하고바로활용할수있도록집필된책이이책정치학을위한파이썬이다이책은파이썬을이용해비정형적자료특히실시간으로제공되는빅데이터를분석하는데중점을둔다총장중장에서는파이썬언어를개관하고장에서는파이썬을이용하여실제로데이터를추출분석하는방법을다룬다구체적으로는제장에서정치학분야에서컴퓨터프로그래밍의필요성과파이썬언어의강점을제장에서는데이터의유형과이를효율적으로다루기위한파이썬기본문법을소개한다제장과제장은파이썬을이용한데이터수집방법중웹스크랩핑기법과를통한데이터추출방법을설명한다나아가제장은데이터가운데서도한글문서분석에초점을맞춰워드클라우드의미망분석등추출한데이터를분석하는방법을소개하고있다,"['정치학', '위', '파이썬']","['오늘날', '정치학', '정치', '제도', '국가', '관계', '정당', '언론', '등', '대한', '분석', '민유권', '자등', '대한', '실시간', '분석', '요구', '컴퓨터', '프로그래밍', '요구', '부응', '또', '하나', '도구', '컴퓨터', '프로그래밍언어', '파이썬', '분야', '전혀', '초보자', '언어', '서정', '치현', '이해', '분석', '위', '한주', '요도구', '활용', '기대', '지금', '파이썬', '프로그래밍', '관', '책', '대부분', '영어', '가운데', '서도', '인문', '사회학', '정치학', '위', '데이터', '수집', '분석', '목적', '책', '컴퓨터', '프로그래밍', '전공', '파이썬', '접근', '바로', '활용', '집필', '책', '이이', '책', '정치학', '위', '파이썬', '책', '파이썬', '용해', '비정', '적', '자료', '실시간', '제공', '빅데이터', '분석', '데', '중점', '총장', '중장', '파이썬', '언어', '개관', '고장', '파이썬', '이용', '실제', '데이터', '추출', '분석', '방법', '구체', '제', '정치학', '컴퓨터', '프로그래밍', '필요성', '파이썬', '언어', '강점', '을제', '데이터', '유형', '효율', '위', '파이썬', '기본', '문법', '소개', '제', '과제', '파이썬', '용한', '데이터', '수집', '방법', '웹', '스크랩', '핑', '기법', '통한', '데이터', '추출', '방법', '설명', '다나', '가제', '데이터', '가운데', '서도', '한글', '문서', '분석', '초점', '워드', '클라우드', '미망', '석등', '추출', '데이터', '분석', '방법', '소개']"
핵심만쏙쏙파이썬,https://search.shopping.naver.com/book/catalog/32445621624,https://shopping-phinf.pstatic.net/main_3244562/32445621624.20230829091241.jpg,양숙희,17100,연두에디션,20200210,9791188831388,핵심만쏙쏙파이썬은수년간파이썬프로그래밍언어를가르친경험으로학생들이보다더쉽게파이썬언어를활용할수있도록핵심적인내용을바탕으로실습예제중심으로집필되었다코딩을전공하지않은사람에게는보다쉽게이해할수있도록노력하였고전공자들도보다폭넓게학습할수있도록다양하게구성되어있다,"['핵심', '쏙쏙', '파이썬']","['핵심', '쏙쏙', '파이썬', '수년', '파이썬', '프로그래밍언어', '경험', '학생', '이보', '더', '파이썬', '언어', '활용', '핵심', '내용', '바탕', '실습', '예제', '중심', '집필', '코딩', '전공', '사람', '이해', '노력', '전공자', '도보', '학습', '구성']"
파이썬프로그래밍컴퓨터비전공자를위한인공지능활용의시작,https://search.shopping.naver.com/book/catalog/32467383279,https://shopping-phinf.pstatic.net/main_3246738/32467383279.20230919122918.jpg,유영환^김경민^김민호^이태훈^장종칠,22800,부산대학교출판문화원,20210831,9788973167203,본교재는컴퓨터비전공자들이전문프로그래머나통계전문가의도움을빌리지않고도간단한프로그래밍도구를사용하여현실의각종데이터를처리할수있는방법을소개한다우선프로그래밍도구로는프로그램을기술하는방법자체가사람의사고체계와유사하고문법이매우단순한파이썬을택해누구나쉽게프로그래밍에친숙해지도록한다파이썬이라는프로그래밍언어의문법을익히는일에중점을두지않고우리가전자계산기의사용법을익히듯이직관적인몇가지파이썬라이브러리사용법을배움으로써데이터처리도구로서파이썬을사용할수있도록한다이를위해직접프로그램을짜는일을최소화하고다양한공개패키지들을활용하는방법을배운다파이썬으로처리할수있는데이터의종류에는숫자와같은정형데이터뿐만아니라이미지나텍스트음성과같은비정형데이터도포함된다본교재는사용자가직접측정또는생성한데이터외에도인터넷을통해얻을수있는다양한데이터들을가지고실제업무에활용할수있는유용한정보를생성할수있는능력을길러준다이러한능력을기반으로각자의전문분야에서얻은지식과아이디어를신속하게구체적인결과물로구현하고인터넷을통해피드백을받음으로써실제적으로우리사회와이웃들에게필요한게무엇인지보다빠르게알수있게될것이다다시한번강조하지만어렵지않으니두려워하지말자프로그래밍을조금만익히면전자계산기사용하듯이컴퓨터를활용하여다양한데이터를더효율적으로다룰수있다이러한실용적인데이터처리능력은여러분이차산업혁명시대를살아가는힘이되리라확신한다파이썬은년프로그래머인귀도반로섬이개발한프로그래밍언어이다파이썬은그리스신화에나오는파르나소스산동굴에살던뱀으로피톤이라고부르기도한다파이썬언어를인터넷에서검색하거나공식홈페이지를방문하면오른쪽그림과같은뱀모양의로고를볼수있다,"['파이썬', '프로그래밍', '컴퓨터', '비', '전공자', '위', '인공', '지능', '활용', '시작']","['교재', '컴퓨터', '비', '전공자', '전문', '프로그래머', '통계', '전문가', '도움', '프로그래밍', '도구', '사용', '현실', '각종', '데이터', '처리', '방법', '소개', '우선', '프로그래밍', '도구', '프로그램', '기술', '방법', '자체', '사람', '사고', '체계', '문법', '매우', '파이썬', '택해', '누구', '프로그래밍', '다', '파이썬', '프로그래밍언어', '문법', '일', '중점', '리가', '전자계산기', '의사', '용법', '직관', '몇', '가지', '파이썬', '라이브러리', '사용', '법', '배움', '데이터', '처리', '도구로', '파이썬', '을사', '다', '위해', '직접', '프로그램', '일', '최소', '공개', '패키지', '활용', '방법', '파이썬', '처리', '데이터', '종류', '숫자', '정형', '데이터', '이미지', '텍스트', '음성', '비정', '데이터', '포함', '본교', '재는', '사용자', '직접', '측정', '생', '데이터', '외', '인터넷', '통해', '데이터', '가지', '실제', '업무', '활용', '정보', '생', '능력', '능력', '기반', '자의', '전문', '지식', '아이디어', '구체', '결과물', '구현', '인터넷', '통해', '피드백', '실제', '우리', '사회', '이웃', '무엇', '다시', '한번', '강조', '프로그래밍', '조금', '전자계산기', '사용', '듯이', '컴퓨터', '활용', '데이터', '더', '효율', '실용', '데이터', '처리', '능력', '여러분', '이차', '산업혁명', '시대', '힘', '확신', '파이썬', '년', '프로그래머', '귀', '반로섬', '개발', '프로그래밍언어', '파이썬', '그리스신화', '파르나소스', '산', '동굴', '뱀', '피톤', '기도', '파이썬', '언어', '인터넷', '검색', '거나', '공식', '홈페이지', '방문', '오른쪽', '그림', '뱀', '모양', '로고']"
파이썬을이용한통계분석통계기초이론이해와응용,https://search.shopping.naver.com/book/catalog/32456293941,https://shopping-phinf.pstatic.net/main_3245629/32456293941.20230725122137.jpg,이원우^장인홍^이다혜,32400,자유아카데미,20220415,9791158083533,이책은총아홉개의장으로구성되어있다장은통계적이론이나파이썬의사용에초보적인독자들도쉽게학습할수있도록파이썬의기초사용법및필수적인기본문법을포함한매뉴얼을제시하였고장은통계비전공자도쉽게이해할수있도록통계학의기초이론을다루었으며장은자료분석을위한방법론들을비교적상세하게소개하였다초급통계또는중급분야에서중요하게사용되는분산분석분야와회귀분석분야는다른기초교재보다다소높은수준정도로집필하였다각장에나와있는다양하고수많은예제는이책의특징이라고할수있다독자들이실무적문제를해결하는데도움이될수있도록파이썬프로그램과프로그램실행결과를제시하면서이에대해상세히해설하였다또한통계입문서이지만기존의파이썬통계분석책보다더욱심도있게다루었으며파이썬프로그램코드는초보자가쉽게따라할수있도록훨씬간결하게집필하였다,"['파이썬', '이용', '통계', '분석', '통계', '기초', '이론', '이해', '응용']","['책', '개', '의장', '구성', '장', '통계', '이론', '파이썬', '사용', '초보', '독자', '학습', '파이썬', '의기', '초사', '용법', '및', '필수', '기본', '문법', '포함', '매뉴얼', '제시', '고장', '통계', '비', '전공자', '이해', '통계학', '기초', '이론', '장', '자료', '분석', '위', '방법론', '비교', '상세', '소개', '초', '통계', '중', '분야', '사용', '분산분석', '회귀분석', '다른', '기초', '교재', '다소', '준정', '도로', '집필', '각장', '예제', '책', '특징', '독자', '무적', '문제', '해결', '데', '도움', '파이썬', '프로그램', '프로그램', '실행', '결과', '제시', '면서', '대해', '상세', '해설', '또한', '통계', '입문', '기존', '파이썬', '통계', '분석', '책보', '더욱', '파이썬', '프로그램', '코드', '초보자', '가쉽', '집필']"
파이썬프로그래밍,https://search.shopping.naver.com/book/catalog/32497187976,https://shopping-phinf.pstatic.net/main_3249718/32497187976.20220527051819.jpg,김상근,19800,다올미디어,20200828,9788997587353,이책은예제를활용하여파이썬의장점을적극활용하고자하는파이썬언어를처음대하는학생들과개발자를대상으로저술하였다이책을통해파이썬의장점을맘껏누려보기를희망한다,"['파이썬', '프로그래밍']","['책', '예제', '활용', '파이썬', '장점', '적극', '활용', '자하', '파이썬', '언어', '처음', '대하', '학생', '개발자', '대상', '저술', '책', '통해', '파이썬', '장점', '맘껏', '보기', '희망']"
손에잡히는파이썬주피터노트북을이용한파이썬프로그래밍개념부터코어까지,https://search.shopping.naver.com/book/catalog/32466807078,https://shopping-phinf.pstatic.net/main_3246680/32466807078.20230131164007.jpg,문용준,39600,비제이퍼블릭,20180330,9791186697573,주피터노트북을이용한파이썬프로그래밍파이썬은다양한소프트웨어개념을수용해서점진적으로버전을진화한프로그래밍언어이다파이썬은버전이계속변경되지만내부원칙을일관성있게준수한다이말은버전이바뀌어도만들어진개념을항상유지하면서이를확장하고있다는뜻이다파이썬와파이썬버전을공부하면서변경된부분을보면점점개발자편리성에맞춰지고있다이책은파이썬문법을공부하거나파이썬개발자가실제파이썬내부의작동원리를이해하기위한책이다또한이책에있는많은개념들이데이터분석을위한다양한모듈에서확장되어사용되므로데이터분석을제대로하기위해꼭필요한여러지식을얻을수있다이책의대부분은주피터노트북을사용하고있어다른툴을사용하시는분들에게다소불편할수도있지만파이썬을공부하고정리하는데에는가장좋은툴이라생각한다이책의특징컴퓨터과학에대한기초용어를예제와함께설명하고있어다양한이론을쉽게이해할수있다파이썬개발자들에게파이썬의확장된이론을가이드할수있는구조로구성했다파이썬의내부작동원리와다른프로그램언어의작동원리를비교할수있다이책이필요한독자파이썬개발이가능하며파이썬이론에관심을가진개발자개발자경력이있고파이썬을추가해서공부하는개발자파이썬의모든이론을총정리하여실력을탄탄하게다지고싶은개발자독자대상초중급소스코드다운로드,"['손', '파이썬', '주피터', '노트북', '용한', '파이썬', '프로그래밍', '개념', '코어']","['주피터', '노트북', '이용', '파이썬', '프로그래밍', '파이썬', '소프트웨어', '개념', '용해', '점진', '버전', '진화', '프로그래밍언어', '파이썬', '버전', '계속', '변경', '내부', '원칙', '일관', '준수', '말', '버전', '개념', '항상', '유지', '면서', '확장', '뜻', '파이썬', '파이썬', '버전', '공부', '면서', '변경', '부분', '점점', '개발자', '편리', '책', '파이썬', '문법', '공부', '거나', '파이썬', '개발자', '실제', '파이썬', '부의', '작동', '원리', '이해', '위', '책', '또한', '책', '개념', '데이터', '분석', '위', '모듈', '확장', '사용', '데이터', '분석', '을제', '위해', '꼭', '여러', '지식', '책', '대부분', '주피터', '노트북', '사용', '툴', '을사', '분', '다소', '파이썬', '공부', '정리', '데', '가장', '툴', '생각', '책', '특징', '컴퓨터과학', '대한', '기초', '용어', '예제', '설명', '이론', '이해', '파이썬', '개발자', '파이썬', '확장', '이론', '가이드', '구조', '구성', '파이썬', '내부', '작동', '원리', '다른', '프로그램', '언어', '작동', '원리', '비교', '책', '독자', '파이썬', '개발', '파이썬', '이론', '관심', '개발자', '개발자', '경력', '파이썬', '추가', '공부', '개발자', '파이썬', '모든', '이론', '총', '정리', '실력', '개발자', '독자', '대상', '초', '급', '소스코드', '다운로드']"
이기적파이썬마스터급기본서전문가가집필한급핵심이론,https://search.shopping.naver.com/book/catalog/41194256618,https://shopping-phinf.pstatic.net/main_4119425/41194256618.20230725120633.jpg,이민경^최경희,19800,영진닷컴,20230720,9788931467789,한국정보통신진흥협회의파이썬마스터시험준비생들을위한도서가출간되었습니다이책은전문가의철저한분석을바탕으로파이썬마스터시험의핵심이론을압축하였고공개문제회와기출유형문제회를제공하여실제시험감각을익힐수있습니다본도서구입고객에게는홈페이지를통해공개문제회분의동영상강의와온라인문제집서비스를제공하고있어책과함께더욱체계적인학습이가능합니다이모든것들이잘조합된본도서를통해파이썬마스터시험준비는더욱쉽고빠를것입니다이책이여러분의성공적인시험준비를위한효과적인도구가되길바랍니다,"['기적', '파이썬', '마스터', '전문가', '집필', '급', '핵심', '이론']","['국정', '보통신', '진흥', '협회', '파이썬', '마스터', '시험', '준비', '생', '위', '도서', '가출', '책', '전문가', '분석', '바탕', '파이썬', '마스터', '시험', '핵심', '이론', '압축', '공개', '문제', '회', '기출', '유형', '문제', '회', '제공', '실제', '시험', '감각', '도서', '구입', '고객', '홈페이지', '통해', '공개', '문제', '회분', '동영상', '강의', '온라인', '문제', '집', '서비스', '제공', '책', '더욱', '체계', '학습', '모든', '것', '조합', '본도', '를', '통해', '파이썬', '마스터', '시험', '준비', '더욱', '책', '여러분', '성공', '시험', '준비', '위', '효과', '도구']"
파이썬객체지향프로그래밍,https://search.shopping.naver.com/book/catalog/32492750270,https://shopping-phinf.pstatic.net/main_3249275/32492750270.20221229071420.jpg,성백균,23750,홍릉,20210215,9791156008415,파이썬객체지향프로그래밍은파이썬시작하기숫자다루기문자열다루기참과거짓리스트와딕셔너리예외처리등을수록하고있는책이다,"['파이썬', '객체지향', '프로그래밍']","['파이썬', '객체지향', '프로그래밍', '파이썬', '시작', '숫자', '문자열', '거짓', '리스트', '딕셔', '너리', '예외처리', '등', '수록', '책']"
파이썬코딩의기초문제해결을위한,https://search.shopping.naver.com/book/catalog/32489149599,https://shopping-phinf.pstatic.net/main_3248914/32489149599.20221228074106.jpg,조연상,28800,상학당,20210701,9788965872139,이책은파이썬코딩의기초에대해다룬도서입니다파이썬코딩의기초에대한기초적이고전반적인내용을확인할수있도록구성했습니다,"['파이썬', '코딩', '기초', '문제해결', '위']","['책', '파이썬', '코딩', '기초', '대해', '도서', '파이썬', '코딩', '기초', '대한', '기초', '전반', '내용', '확인', '구성']"
파이썬마스터급,https://search.shopping.naver.com/book/catalog/32438286783,https://shopping-phinf.pstatic.net/main_3243828/32438286783.20221231084303.jpg,강윤희^남성현^박용범,16200,명진씨앤피,20210625,9788992561501,파이썬에대한전문지식과서비스및인프라구축에필요한모든정보를담았다파이썬의개요부터언어이해응용방법까지한권에담았다파이썬은초보자부터전문가까지사용자층을보유하고있는데그이유는누구나쉽게접근하여대부분의응용소프트웨어에서사용가능하기때문이다동적타이핑범용프로그래밍언어로펄및루비가있는데파이썬과자주비교되지만다양한플랫폼에서쓸수있고라이브러리모듈가풍부하여대학및다양한교육기관연구기관및산업계에서이용이증가하고있다파이썬은순수한프로그램언어로서의기능외에도다른언어로쓰인모듈들을연결하는풀언어로써자주이용된다실제파이썬은많은상용소프트웨어의스크립트언어로채용되며호환성이계속적으로추가되고있다그대표적인것이요즘가장트랜드한기반의딥러닝개발에파이썬이메인언어로자리매김하였다순개념익히기부터문제학습능력넓히기실전문제도전마스터능력갖추기까지핵심을찌르는개념익히기와실전문제로파이썬을빠르게학습한다또한단계별구성으로더체계적인스스로학습이가능하다,"['파이썬', '마스터']","['파이썬', '지식', '서비스', '및', '인프라', '구축', '정보', '파이썬', '개요', '언어', '이해', '응용', '방법', '권', '파이썬', '초보자', '전문가', '사용자', '층', '보유', '이유', '누구', '접근', '대부분', '응용소프트웨어', '사용', '때문', '적', '타이핑', '범용', '프로그래밍언어', '펄및', '루비', '파이썬', '자주', '비교', '플랫폼', '라이브러리', '모듈', '대학', '및', '교육', '기관', '연구기관', '및', '산업', '용이', '증가', '파이썬', '프로그램', '언어', '로서', '기능', '외', '다른언어', '모듈', '풀', '언어', '로써', '자주', '이용', '실제', '파이썬', '상용', '소프트웨어', '스크립트', '언어', '채용', '호환성', '계속', '추가', '대표', '것', '요즘', '가장', '트', '랜드', '기반', '딥', '러닝', '개발', '파이썬', '메인', '언어', '자리', '매', '개념', '부터', '문제', '학습', '능력', '실전', '문제', '도전', '마스터', '능력', '핵심', '개념', '기와', '실전', '문제', '파이썬', '학습', '또한', '단계', '별', '구성', '더', '체계', '스스로', '학습']"
파이썬해킹레시피웹크롤링및취약점진단도구를구현해보는정보보안실습,https://search.shopping.naver.com/book/catalog/32486498632,https://shopping-phinf.pstatic.net/main_3248649/32486498632.20221228073935.jpg,공재웅,23400,비제이퍼블릭,20210604,9791165920722,이책에서만볼수있는파이썬요리비법대공개해킹도구를파이썬으로직접만들며공부해보자파이썬은서버머신러닝자동화분야에이미광범위하게이용되고있어하나의언어로여러분야에적용가능하다또한개발입문자부터데이터분석가기업실무자에이르기까지그수요가많다이책은저자가다년간의정보보안강의컨설팅개발경험을토대로작성한해킹요리비법서다파이썬비동기문법등최신파이썬트렌드를반영한코드는싱싱한요리재료이며기본에충실히풀어나가는이론은레시피와같다직접작성해보는악성코드메시지은닉채널네트워크스캐너크롤러등직접만든도구를하나하나따라가다보면어느새해킹을파이썬으로입맛에맞게요리하는자신을발견할수있을것이다이책의특징파이썬기초부터해킹도구제작실습까지수록기본과원리를재미있게설명직접해킹을실습해볼수있는사이트제공이책이필요한독자해커가되고싶은데무슨언어를공부해야할지모르는분해킹원리가궁금한애플리케이션개발자파이썬과해킹을둘다잡고싶은분,"['파이썬', '해킹', '레시피', '웹', '롤링', '및', '취약점', '진단', '도구', '구현', '정보보안', '실습']","['책', '파이썬', '요리', '비법', '공개', '해킹', '도구', '파이썬', '직접', '공부', '파이썬', '서버', '머신', '러닝', '자동화', '에이미', '언어', '분야', '적용', '또한', '개발', '입문', '데이터', '분석', '기업', '실무', '수요', '책', '자가', '다년', '정보보안', '강의', '컨설팅', '개발', '경험', '토대', '작성', '해킹', '요리', '비법', '파이썬', '비', '동기', '문법', '등', '최신', '파이썬', '트렌드', '반영', '코드', '요리', '재료', '기본', '이론', '레시피', '직접', '작성', '악성코드', '메시지', '은닉', '채널', '네트워크', '스캐너', '롤러', '등', '직접', '도구', '하나', '해킹', '파이썬', '입맛', '요리', '자신', '발견', '책', '특징', '파이썬', '기초', '해킹', '실습', '수록', '기본', '원리', '설명', '직접', '해킹', '실습', '사이트', '제공', '책', '독자', '해커', '언어', '공부', '분해', '킹', '원리', '애플리케이션', '개발자', '파이썬', '해킹', '잡고', '분']"
