fileName,frameNum,dataList
./data\6875453919879908614.mp4,242,"[244, 179, 55, 55]"
./data\6875453919879908614.mp4,243,"[245, 170, 53, 53]"
./data\6875453919879908614.mp4,245,"[245, 155, 53, 53]"
./data\6875453919879908614.mp4,246,"[245, 151, 53, 53]"
./data\6875453919879908614.mp4,249,"[247, 155, 53, 53]"
./data\6875453919879908614.mp4,250,"[247, 159, 53, 53]"
./data\6875453919879908614.mp4,252,"[244, 163, 55, 55]"
./data\6875453919879908614.mp4,260,"[248, 163, 51, 51]"
./data\6875453919879908614.mp4,263,"[249, 158, 51, 51]"
./data\6875453919879908614.mp4,264,"[249, 155, 53, 53]"
./data\6875453919879908614.mp4,266,"[251, 151, 53, 53]"
./data\6875453919879908614.mp4,267,"[251, 151, 53, 53]"
./data\6875453919879908614.mp4,269,"[250, 151, 55, 55]"
./data\6875453919879908614.mp4,270,"[248, 150, 57, 57]"
./data\6875453919879908614.mp4,271,"[247, 150, 55, 55]"
./data\6875453919879908614.mp4,272,"[246, 150, 53, 53]"
./data\6875453919879908614.mp4,273,"[245, 149, 53, 53]"
./data\6875453919879908614.mp4,282,"[225, 145, 53, 53]"
./data\6875453919879908614.mp4,283,"[226, 147, 48, 48]"
./data\6875453919879908614.mp4,284,"[220, 146, 55, 55]"
./data\6875453919879908614.mp4,285,"[220, 148, 53, 53]"
./data\6875453919879908614.mp4,286,"[218, 149, 57, 57]"
./data\6875453919879908614.mp4,287,"[219, 152, 53, 53]"
./data\6875453919879908614.mp4,288,"[217, 152, 58, 58]"
./data\6875453919879908614.mp4,289,"[218, 156, 53, 53]"
./data\6875453919879908614.mp4,290,"[218, 156, 55, 55]"
./data\6875453919879908614.mp4,291,"[219, 158, 55, 55]"
./data\6875453919879908614.mp4,292,"[220, 160, 53, 53]"
./data\6875453919879908614.mp4,293,"[221, 160, 54, 54]"
./data\6875453919879908614.mp4,294,"[221, 160, 58, 58]"
./data\6875453919879908614.mp4,295,"[223, 160, 57, 57]"
./data\6875453919879908614.mp4,296,"[225, 160, 57, 57]"
./data\6875453919879908614.mp4,297,"[229, 161, 54, 54]"
./data\6875453919879908614.mp4,299,"[231, 161, 55, 55]"
./data\6875453919879908614.mp4,379,"[117, 236, 151, 151]"
./data\6875453919879908614.mp4,389,"[268, 166, 56, 56]"
./data\6875453919879908614.mp4,390,"[268, 167, 53, 53]"
./data\6875453919879908614.mp4,392,"[269, 157, 58, 58]"
./data\6875453919879908614.mp4,393,"[272, 153, 56, 56]"
./data\6875453919879908614.mp4,393,"[272, 217, 53, 53]"
./data\6875453919879908614.mp4,394,"[275, 148, 56, 56]"
./data\6875453919879908614.mp4,395,"[277, 147, 55, 55]"
./data\6875453919879908614.mp4,396,"[280, 149, 53, 53]"
./data\6875453919879908614.mp4,396,"[274, 211, 56, 56]"
./data\6875453919879908614.mp4,397,"[280, 152, 57, 57]"
./data\6875453919879908614.mp4,398,"[281, 157, 55, 55]"
./data\6875453919879908614.mp4,399,"[281, 158, 53, 53]"
./data\6875453919879908614.mp4,400,"[278, 154, 57, 57]"
./data\6875453919879908614.mp4,401,"[276, 150, 56, 56]"
./data\6875453919879908614.mp4,402,"[274, 149, 55, 55]"
./data\6875453919879908614.mp4,403,"[272, 152, 53, 53]"
./data\6875453919879908614.mp4,404,"[267, 155, 57, 57]"
./data\6875453919879908614.mp4,405,"[264, 161, 56, 56]"
./data\6875453919879908614.mp4,406,"[261, 166, 53, 53]"
./data\6875453919879908614.mp4,407,"[258, 166, 53, 53]"
./data\6875453919879908614.mp4,408,"[256, 165, 53, 53]"
./data\6875453919879908614.mp4,409,"[253, 163, 53, 53]"
./data\6875453919879908614.mp4,410,"[255, 163, 51, 51]"
./data\6875453919879908614.mp4,413,"[253, 179, 51, 51]"
./data\6875453919879908614.mp4,414,"[255, 181, 53, 53]"
./data\6875453919879908614.mp4,437,"[273, 181, 53, 53]"
./data\6875453919879908614.mp4,438,"[273, 183, 53, 53]"
./data\6875453919879908614.mp4,439,"[269, 182, 53, 53]"
./data\6875453919879908614.mp4,440,"[267, 181, 51, 51]"
./data\6875453919879908614.mp4,441,"[265, 179, 52, 52]"
./data\6875453919879908614.mp4,442,"[262, 180, 53, 53]"
./data\6875453919879908614.mp4,443,"[260, 185, 52, 52]"
./data\6875453919879908614.mp4,444,"[260, 189, 51, 51]"
./data\6875453919879908614.mp4,449,"[263, 181, 51, 51]"
